ItemID;ItemTextName;ItemTextName2;ItemTextName3
190220;Handschellen, silber, Schlüsselanhänger,12 St./Disp. ;Handschellen, silber, Schlüsselanhänger,12 St./Disp. ;Handschellen, silber, Schlüsselanhänger,12 St./Disp. 
190221;MFH Bauchtasche Hüfttaschen Nylon Pure Trash oliv 30021 Tasche;MFH Bauchtasche Hüfttaschen Nylon Pure Trash oliv 30021 Tasche;MFH Bauchtasche Hüfttaschen Nylon Pure Trash oliv 30021 Tasche
190222;Pure Trash Schultertasche oliv 30022 Tasche ;Pure Trash Schultertasche oliv 30022 Tasche ;Pure Trash Schultertasche oliv 30022 Tasche 
190223;Pure Trash Handtasche mit Schultergurt klein 30023 Handtasche ;Pure Trash Handtasche mit Schultergurt klein 30023 Handtasche ;Pure Trash Handtasche mit Schultergurt klein 30023 Handtasche 
190224;Pure Trash Handtasche Nylon mit Schultergurt mittel oliv 30024 Shopper;Pure Trash Handtasche Nylon mit Schultergurt mittel oliv 30024 Shopper;Pure Trash Handtasche Nylon mit Schultergurt mittel oliv 30024 Shopper
190225;Pure Trash Handtasche Schultertasche Nylon groß oliv 30025 Shopper;Pure Trash Handtasche Schultertasche Nylon groß oliv 30025 Shopper;Pure Trash Handtasche Schultertasche Nylon groß oliv 30025 Shopper
190226;Pure Trash Nylon Rucksack oliv groß 30026 Rucksack;Pure Trash Nylon Rucksack oliv groß 30026 Rucksack;Pure Trash Nylon Rucksack oliv groß 30026 Rucksack
190227;Pure Trash Handtasche mit Schulterriemen oliv 30031 Handtasche;Pure Trash Handtasche mit Schulterriemen oliv 30031 Handtasche;Pure Trash Handtasche mit Schulterriemen oliv 30031 Handtasche
190228;Pure Trash Bauchtasche Nylon oliv 30032 Bauchtasche;Pure Trash Bauchtasche Nylon oliv 30032 Bauchtasche;Pure Trash Bauchtasche Nylon oliv 30032 Bauchtasche
190229;Pure Trash Handtasche mit Schultergurt 30033 Shopper;Pure Trash Handtasche mit Schultergurt 30033 Shopper;Pure Trash Handtasche mit Schultergurt 30033 Shopper
190230;Pure Trash Nylon Rucksack mit Karabinerhaken oliv 30034 Rucksack;Pure Trash Nylon Rucksack mit Karabinerhaken oliv 30034 Rucksack;Pure Trash Nylon Rucksack mit Karabinerhaken oliv 30034 Rucksack
190231;BECKENGURT für Rucksack Rucksackbeckengurt Hüftgurt Gurt schwarz ;BECKENGURT für Rucksack Rucksackbeckengurt Hüftgurt Gurt schwarz ;BECKENGURT für Rucksack Rucksackbeckengurt Hüftgurt Gurt schwarz 
190232;MFH Wasserdichte Dokumentenhülle 30535 Dokumtenten Hülle;MFH Wasserdichte Dokumentenhülle 30535 Dokumtenten Hülle;MFH Wasserdichte Dokumentenhülle 30535 Dokumtenten Hülle
190233;MFH TPU-Beutel, 2,5 Liter 30543 Beutel;MFH TPU-Beutel, 2,5 Liter 30543 Beutel;MFH TPU-Beutel, 2,5 Liter 30543 Beutel
190234;MFH Reinigungsset für Trinkbeutel 30549 Reinigungsset;MFH Reinigungsset für Trinkbeutel 30549 Reinigungsset;MFH Reinigungsset für Trinkbeutel 30549 Reinigungsset
190235;"Tasche, ""Security"", schwarz";"Tasche, ""Security"", schwarz";"Tasche, ""Security"", schwarz"
190236;sterreichischer Pistolen Holster, schwarz, mit Kunststoffschale;sterreichischer Pistolen Holster, schwarz, mit Kunststoffschale;sterreichischer Pistolen Holster, schwarz, mit Kunststoffschale
190237;Pistolenholster, Nylon, P1, schwarz, Sicherungsbügel;Pistolenholster, Nylon, P1, schwarz, Sicherungsbügel;Pistolenholster, Nylon, P1, schwarz, Sicherungsbügel
190238;"Rucksack ""FOX Haidel 30"" schwarz-sand Nylon";"Rucksack ""FOX Haidel 30"" schwarz-sand Nylon";"Rucksack ""FOX Haidel 30"" schwarz-sand Nylon"
190239;"Rucksack ""FOX Haidel 70"" schwarz-sand Nylon";"Rucksack ""FOX Haidel 70"" schwarz-sand Nylon";"Rucksack ""FOX Haidel 70"" schwarz-sand Nylon"
190240;"Rucksack ""FOX Air 40"" rot-schwarz-grau";"Rucksack ""FOX Air 40"" rot-schwarz-grau";"Rucksack ""FOX Air 40"" rot-schwarz-grau"
190241;"Rucksack ""FOX Air 60"" rot-schwarz-grau";"Rucksack ""FOX Air 60"" rot-schwarz-grau";"Rucksack ""FOX Air 60"" rot-schwarz-grau"
190242;"GI Modular Schlafsack System, Aussenteil, ""Petrol"", grün";"GI Modular Schlafsack System, Aussenteil, ""Petrol"", grün";"GI Modular Schlafsack System, Aussenteil, ""Petrol"", grün"
190243;"GI Modular Schlafsack System, Innenteil, ""Interm."", schwarz";"GI Modular Schlafsack System, Innenteil, ""Interm."", schwarz";"GI Modular Schlafsack System, Innenteil, ""Interm."", schwarz"
190244;Iso Matte, grün, Gr. 50x200x1cm, alubeschichtet, verstellbare Riemen;Iso Matte, grün, Gr. 50x200x1cm, alubeschichtet, verstellbare Riemen;Iso Matte, grün, Gr. 50x200x1cm, alubeschichtet, verstellbare Riemen
190245;Bundeswehr BW Isomatte faltbar ;Bundeswehr BW Isomatte faltbar ;Bundeswehr BW Isomatte faltbar 
190246;MFH US Kompressionssack für Schlafsack, schwarz 31425 Schlafsackhülle;MFH US Kompressionssack für Schlafsack, schwarz 31425 Schlafsackhülle;MFH US Kompressionssack für Schlafsack, schwarz 31425 Schlafsackhülle
190247;Aluminium Alu Campingtisch Rolltisch 70x70cm;Aluminium Alu Campingtisch Rolltisch 70x70cm;Aluminium Alu Campingtisch Rolltisch 70x70cm
190248;Aluminium Alu Campingtisch Rolltisch 120x70cm;Aluminium Alu Campingtisch Rolltisch 120x70cm;Aluminium Alu Campingtisch Rolltisch 120x70cm
190249;Max Fuchs Klapphocker, Dreibein, oliv, Transporttasche;Max Fuchs Klapphocker, Dreibein, oliv, Transporttasche;Max Fuchs Klapphocker, Dreibein, oliv, Transporttasche
190250;Klapphocker,Teleskop-Dreibein, oliv, Transporttasche;Klapphocker,Teleskop-Dreibein, oliv, Transporttasche;Klapphocker,Teleskop-Dreibein, oliv, Transporttasche
190251;MFH US Army Feldbett extra breit mit Nylonbezug, Alu, oliv 31904 Feldbett;MFH US Army Feldbett extra breit mit Nylonbezug, Alu, oliv 31904 Feldbett;MFH US Army Feldbett extra breit mit Nylonbezug, Alu, oliv 31904 Feldbett
190252;US Army Feldbett, Alu, Mod., oliv, Gr. 190x66x42;US Army Feldbett, Alu, Mod., oliv, Gr. 190x66x42;US Army Feldbett, Alu, Mod., oliv, Gr. 190x66x42
190253;US Army Alu Feldbett schwarz verstärkt;US Army Alu Feldbett schwarz verstärkt;US Army Alu Feldbett schwarz verstärkt
190254;US Army Alu Feldbett woodland verstärkt;US Army Alu Feldbett woodland verstärkt;US Army Alu Feldbett woodland verstärkt
190255;US Army Alu Feldbett flecktarn verstärkt;US Army Alu Feldbett flecktarn verstärkt;US Army Alu Feldbett flecktarn verstärkt
190256;Feldbett extra lang;Feldbett extra lang;Feldbett extra lang
190257;US Army Feldflasche 'Skout' rund Filzbezug 1,75 L;US Army Feldflasche 'Skout' rund Filzbezug 1,75 L;US Army Feldflasche 'Skout' rund Filzbezug 1,75 L
190258;Vakuum Thermoskanne 0,5 Liter oliv;Vakuum Thermoskanne 0,5 Liter oliv;Vakuum Thermoskanne 0,5 Liter oliv
190259;Vakuum Thermoskanne 1 Liter oliv;Vakuum Thermoskanne 1 Liter oliv;Vakuum Thermoskanne 1 Liter oliv
190260;Isolier Vakuum Edelstahl Thermoskanne 1,0 L;Isolier Vakuum Edelstahl Thermoskanne 1,0 L;Isolier Vakuum Edelstahl Thermoskanne 1,0 L
190261;Vakuum-Thermoskanne, 500 ml, Schnellverschluß, Edelstahl;Vakuum-Thermoskanne, 500 ml, Schnellverschluß, Edelstahl;Vakuum-Thermoskanne, 500 ml, Schnellverschluß, Edelstahl
190262;Isolier Vakuum Edelstahl Thermoskanne 1,0 L mit Tragegriff;Isolier Vakuum Edelstahl Thermoskanne 1,0 L mit Tragegriff;Isolier Vakuum Edelstahl Thermoskanne 1,0 L mit Tragegriff
190263;Isolier Vakuum Edelstahl Thermoskanne 1,5 L mit Tragegriff;Isolier Vakuum Edelstahl Thermoskanne 1,5 L mit Tragegriff;Isolier Vakuum Edelstahl Thermoskanne 1,5 L mit Tragegriff
190264;Trinkbecher Teleskop Edelstahl 15 cl;Trinkbecher Teleskop Edelstahl 15 cl;Trinkbecher Teleskop Edelstahl 15 cl
190265;Trinkbecher, Teleskop, Edelstahl, 4 cl;Trinkbecher, Teleskop, Edelstahl, 4 cl;Trinkbecher, Teleskop, Edelstahl, 4 cl
190266;"Taschenflaschen ""Kanister"", Edelstahl, 6 OZ, 170 ml";"Taschenflaschen ""Kanister"", Edelstahl, 6 OZ, 170 ml";"Taschenflaschen ""Kanister"", Edelstahl, 6 OZ, 170 ml"
190267;Kochgeschirr, klein, Edelstahl, 2 Töpfe, 1 Pfanne, 1 Plastiktasse;Kochgeschirr, klein, Edelstahl, 2 Töpfe, 1 Pfanne, 1 Plastiktasse;Kochgeschirr, klein, Edelstahl, 2 Töpfe, 1 Pfanne, 1 Plastiktasse
190268;Camping-Geschirr Kochgeschirr, groß;Camping-Geschirr Kochgeschirr, groß;Camping-Geschirr Kochgeschirr, groß
190269;Camping-Kochgeschirr, Aluminium eloxiert, klein;Camping-Kochgeschirr, Aluminium eloxiert, klein;Camping-Kochgeschirr, Aluminium eloxiert, klein
190270;Kochgeschirr, Aluminium, eloxiert, mittel;Kochgeschirr, Aluminium, eloxiert, mittel;Kochgeschirr, Aluminium, eloxiert, mittel
190271;Kochgeschirr, Aluminium, eloxiert, groß;Kochgeschirr, Aluminium, eloxiert, groß;Kochgeschirr, Aluminium, eloxiert, groß
190273;"Kochgeschirr, ""De Lux"", Alu, Pfanne, f, Schüssel, Plastiktasse";"Kochgeschirr, ""De Lux"", Alu, Pfanne, f, Schüssel, Plastiktasse";"Kochgeschirr, ""De Lux"", Alu, Pfanne, f, Schüssel, Plastiktasse"
190274;US Army Essgeschirr, , Edelstahl;US Army Essgeschirr, , Edelstahl;US Army Essgeschirr, , Edelstahl
190275;Holländisches Kochgeschirr Alu 2- teilig;Holländisches Kochgeschirr Alu 2- teilig;Holländisches Kochgeschirr Alu 2- teilig
190276;Tasse, Edelstahl, doppelwandig, 220 ml, oliv;Tasse, Edelstahl, doppelwandig, 220 ml, oliv;Tasse, Edelstahl, doppelwandig, 220 ml, oliv
190277;Tasse, Edelstahl, doppelwandig, 350 ml, oliv;Tasse, Edelstahl, doppelwandig, 350 ml, oliv;Tasse, Edelstahl, doppelwandig, 350 ml, oliv
190278;Tasse, Edelstahl, doppelwandig, 450 ml, oliv;Tasse, Edelstahl, doppelwandig, 450 ml, oliv;Tasse, Edelstahl, doppelwandig, 450 ml, oliv
190279;MFH Edelstahl Tasse, doppelwandig, 400 ml, mit Kunststoffgriff und Deckel 33378 Thermobecher;MFH Edelstahl Tasse, doppelwandig, 400 ml, mit Kunststoffgriff und Deckel 33378 Thermobecher;MFH Edelstahl Tasse, doppelwandig, 400 ml, mit Kunststoffgriff und Deckel 33378 Thermobecher
190280;Edelstahl Thermobecher 400ml mit Trinköffnung;Edelstahl Thermobecher 400ml mit Trinköffnung;Edelstahl Thermobecher 400ml mit Trinköffnung
190281;Tasse Edelstahl doppelwandig mit Kunststoffgriff;Tasse Edelstahl doppelwandig mit Kunststoffgriff;Tasse Edelstahl doppelwandig mit Kunststoffgriff
190282;Edelstahltasse, doppelwandig, 0,25 l;Edelstahltasse, doppelwandig, 0,25 l;Edelstahltasse, doppelwandig, 0,25 l
190283;Tasse Edelstahl einwandig 0,25L;Tasse Edelstahl einwandig 0,25L;Tasse Edelstahl einwandig 0,25L
190284;Grosse Edelstahl Tasse Camping Becher 0,5 Ltr mit Griff;Grosse Edelstahl Tasse Camping Becher 0,5 Ltr mit Griff;Grosse Edelstahl Tasse Camping Becher 0,5 Ltr mit Griff
190285;"Tasse, ""Melamine"", 350 ml, oliv";"Tasse, ""Melamine"", 350 ml, oliv";"Tasse, ""Melamine"", 350 ml, oliv"
190286;Kunststoff Faltbecher, oliv;Kunststoff Faltbecher, oliv;Kunststoff Faltbecher, oliv
190287;Suppenteller Edelstahl 22 cm;Suppenteller Edelstahl 22 cm;Suppenteller Edelstahl 22 cm
190288;"MFH Teller, ""Melamine"", 25 cm, oliv";"MFH Teller, ""Melamine"", 25 cm, oliv";"MFH Teller, ""Melamine"", 25 cm, oliv"
190289;Max Fuchs BW Eßbesteck, 4-teilig, schwere Ausführung;Max Fuchs BW Eßbesteck, 4-teilig, schwere Ausführung;Max Fuchs BW Eßbesteck, 4-teilig, schwere Ausführung
190290;Bundeswehr BW Bundeswehr Alu Essbesteck Besteck 4 Teilig;Bundeswehr BW Bundeswehr Alu Essbesteck Besteck 4 Teilig;Bundeswehr BW Bundeswehr Alu Essbesteck Besteck 4 Teilig
190291;Essbesteck 'Camping' mit Griff oliv + Nylonetui;Essbesteck 'Camping' mit Griff oliv + Nylonetui;Essbesteck 'Camping' mit Griff oliv + Nylonetui
190292;Essbesteck 'Outdoor' 6 Funktionen + Nylonetui;Essbesteck 'Outdoor' 6 Funktionen + Nylonetui;Essbesteck 'Outdoor' 6 Funktionen + Nylonetui
190293;"Outdoor Ofen ""Firepot Typ 120""";"Outdoor Ofen ""Firepot Typ 120""";"Outdoor Ofen ""Firepot Typ 120"""
190294;Edelstahl Outdoor Camping Kochf 14 x 7 cm 1 Liter;Edelstahl Outdoor Camping Kochf 14 x 7 cm 1 Liter;Edelstahl Outdoor Camping Kochf 14 x 7 cm 1 Liter
190295;Gaskocher klappbar klein mit Piezo-Zündung;Gaskocher klappbar klein mit Piezo-Zündung;Gaskocher klappbar klein mit Piezo-Zündung
190296;Gaskocher schwenkbar klein;Gaskocher schwenkbar klein;Gaskocher schwenkbar klein
190297;Gaskocher, groß;Gaskocher, groß;Gaskocher, groß
190298;Gaskocher klappbar, mit Piezo Zündung;Gaskocher klappbar, mit Piezo Zündung;Gaskocher klappbar, mit Piezo Zündung
190299;Gaslaterne mit Piezo-Zündung und Tasche;Gaslaterne mit Piezo-Zündung und Tasche;Gaslaterne mit Piezo-Zündung und Tasche
190300;Glühstrumpf für Gaslaterne, 2 Stck./Pack;Glühstrumpf für Gaslaterne, 2 Stck./Pack;Glühstrumpf für Gaslaterne, 2 Stck./Pack
190301;Gasbrenner aus Edelstahl, aufschraubbar, el. Zündung;Gasbrenner aus Edelstahl, aufschraubbar, el. Zündung;Gasbrenner aus Edelstahl, aufschraubbar, el. Zündung
190302;Picknick-Box, Holz, Trolley, Geschirr, Stühle uvm.;Picknick-Box, Holz, Trolley, Geschirr, Stühle uvm.;Picknick-Box, Holz, Trolley, Geschirr, Stühle uvm.
190303;FOX Outdoor Picknick Box, Holz, für 4 Personen 33913 Picknickbox;FOX Outdoor Picknick Box, Holz, für 4 Personen 33913 Picknickbox;FOX Outdoor Picknick Box, Holz, für 4 Personen 33913 Picknickbox
190304;Picknick-Box, Holz, für 2 Personen;Picknick-Box, Holz, für 2 Personen;Picknick-Box, Holz, für 2 Personen
190305;Kompaß Kompass US-Typ, Metallgehäuse, flüssigkeitsgedämpft;Kompaß Kompass US-Typ, Metallgehäuse, flüssigkeitsgedämpft;Kompaß Kompass US-Typ, Metallgehäuse, flüssigkeitsgedämpft
190306;Kompass PRÄZISION flüssigkeitsgedämpft;Kompass PRÄZISION flüssigkeitsgedämpft;Kompass PRÄZISION flüssigkeitsgedämpft
190307;GEOLOGEN Kompass TRAVEL flüssigkeitsgedämpft;GEOLOGEN Kompass TRAVEL flüssigkeitsgedämpft;GEOLOGEN Kompass TRAVEL flüssigkeitsgedämpft
190308;Kompass SCOUT flüssigkeitsgedämpft;Kompass SCOUT flüssigkeitsgedämpft;Kompass SCOUT flüssigkeitsgedämpft
190309;Karten-Kompass flüssigkeitsgedämpft;Karten-Kompass flüssigkeitsgedämpft;Karten-Kompass flüssigkeitsgedämpft
190310;Fahnenstange, weiß, mit goldfarbenen Adler ;Fahnenstange, weiß, mit goldfarbenen Adler ;Fahnenstange, weiß, mit goldfarbenen Adler 
190311;Bundeswehr BW Gebirgsjäger-Edelweiß, Metall ;Bundeswehr BW Gebirgsjäger-Edelweiß, Metall ;Bundeswehr BW Gebirgsjäger-Edelweiß, Metall 
190312;Aufnäher Security silber gestickt, 30 x 65 cm ;Aufnäher Security silber gestickt, 30 x 65 cm ;Aufnäher Security silber gestickt, 30 x 65 cm 
190313;Meldeblock, wasserfest, klein, Spiralbindung, 10 x 15 cm ;Meldeblock, wasserfest, klein, Spiralbindung, 10 x 15 cm ;Meldeblock, wasserfest, klein, Spiralbindung, 10 x 15 cm 
190314;Meldeblock groß;Meldeblock groß;Meldeblock groß
190315;Ausscheider-MaßbandKette Metallhalterung;Ausscheider-MaßbandKette Metallhalterung;Ausscheider-MaßbandKette Metallhalterung
190316;SOLAR - Dusche 10 Liter ;SOLAR - Dusche 10 Liter ;SOLAR - Dusche 10 Liter 
190317;Solardusche Campingdusche Dusche 20 Liter ;Solardusche Campingdusche Dusche 20 Liter ;Solardusche Campingdusche Dusche 20 Liter 
190318;Solar Dusche, 40 l 37623 ;Solar Dusche, 40 l 37623 ;Solar Dusche, 40 l 37623 
190319;Pilotenbär mit Fliegerbrille, 24 cm ;Pilotenbär mit Fliegerbrille, 24 cm ;Pilotenbär mit Fliegerbrille, 24 cm 
190320;Pilotenbär mit Fliegerbrille, 14 cm ;Pilotenbär mit Fliegerbrille, 14 cm ;Pilotenbär mit Fliegerbrille, 14 cm 
190321;Wecker 'Soldat' mit Marschmusik 20cm ;Wecker 'Soldat' mit Marschmusik 20cm ;Wecker 'Soldat' mit Marschmusik 20cm 
190326;Aluminium Alu Baseballschläger 26' American Baseball ;Aluminium Alu Baseballschläger 26' American Baseball ;Aluminium Alu Baseballschläger 26' American Baseball 
190327;Baseballschläger 30' Aluminium American Baseball Schläger;Baseballschläger 30' Aluminium American Baseball Schläger;Baseballschläger 30' Aluminium American Baseball Schläger
190329;Schuhspikes schwarz mit 5 Noppen / Größen von 34 - 46 ;Schuhspikes schwarz mit 5 Noppen / Größen von 34 - 46 ;Schuhspikes schwarz mit 5 Noppen / Größen von 34 - 46 
190333;Schuhspikes, schwarz mit 6 Noppen Größe 36 bis 48 ;Schuhspikes, schwarz mit 6 Noppen Größe 36 bis 48 ;Schuhspikes, schwarz mit 6 Noppen Größe 36 bis 48 
190337;Spikes für Schuhe, schwarz (10 Krallen Spikes);Spikes für Schuhe, schwarz (10 Krallen Spikes);Spikes für Schuhe, schwarz (10 Krallen Spikes)
190341;Die Originalen Schneeschuhketten in schwarz mit 8 Zacken ;Die Originalen Schneeschuhketten in schwarz mit 8 Zacken ;Die Originalen Schneeschuhketten in schwarz mit 8 Zacken 
190342;Aluminium Alu Trekkingstöcke Wanderstöcke, 39303;Aluminium Alu Trekkingstöcke Wanderstöcke, 39303;Aluminium Alu Trekkingstöcke Wanderstöcke, 39303
190343;Bundeswehr BW Taschenmesser 6-teilig oliv ;Bundeswehr BW Taschenmesser 6-teilig oliv ;Bundeswehr BW Taschenmesser 6-teilig oliv 
190344;Taschenmesser, BW Style oliv, mit Zange und Etui ;Taschenmesser, BW Style oliv, mit Zange und Etui ;Taschenmesser, BW Style oliv, mit Zange und Etui 
190345;Taschenmesser, oliv, Lampe, mit Gabel und Löffel ;Taschenmesser, oliv, Lampe, mit Gabel und Löffel ;Taschenmesser, oliv, Lampe, mit Gabel und Löffel 
190346;Taschenmesser, oliv, Gabel, Löffel, Dosenöffner ;Taschenmesser, oliv, Gabel, Löffel, Dosenöffner ;Taschenmesser, oliv, Gabel, Löffel, Dosenöffner 
190351;berlebensmesser JUNGLE II mit Alugriff ;berlebensmesser JUNGLE II mit Alugriff ;berlebensmesser JUNGLE II mit Alugriff 
190357;Pilotenmesser, mit Nylon/Leder Scheide ;Pilotenmesser, mit Nylon/Leder Scheide ;Pilotenmesser, mit Nylon/Leder Scheide 
190359;FOX Überlebensmesser mit Leichtmetallgriff ;FOX Überlebensmesser mit Leichtmetallgriff ;FOX Überlebensmesser mit Leichtmetallgriff 
190360;Überlebensmesser, Pfadfinder, schwarz;Überlebensmesser, Pfadfinder, schwarz;Überlebensmesser, Pfadfinder, schwarz
190361;berlebensmesser, schwarz, Special Forces ;berlebensmesser, schwarz, Special Forces ;berlebensmesser, schwarz, Special Forces 
190362;Bundeswehr BW Fallschirmspringermesser, Holzgriff, Lederscheide ;Bundeswehr BW Fallschirmspringermesser, Holzgriff, Lederscheide ;Bundeswehr BW Fallschirmspringermesser, Holzgriff, Lederscheide 
190363;FOX Jagdmesser mit Nylonscheide ;FOX Jagdmesser mit Nylonscheide ;FOX Jagdmesser mit Nylonscheide 
190364;FOX Fischer Messer mit Aufreißklinge ;FOX Fischer Messer mit Aufreißklinge ;FOX Fischer Messer mit Aufreißklinge 
190365;FOX Fischer Messer mit Aufreißklinge ;FOX Fischer Messer mit Aufreißklinge ;FOX Fischer Messer mit Aufreißklinge 
190366;Klappmesser Edelstahl, Gummigriff ;Klappmesser Edelstahl, Gummigriff ;Klappmesser Edelstahl, Gummigriff 
190367;FOX Edelstahl Klappmesser ;FOX Edelstahl Klappmesser ;FOX Edelstahl Klappmesser 
190375;Klappmesser mit Holzgriff, Verzierung ;Klappmesser mit Holzgriff, Verzierung ;Klappmesser mit Holzgriff, Verzierung 
190378;Klappmesser, Hunter, Metallgriff mit Holzeinlage ;Klappmesser, Hunter, Metallgriff mit Holzeinlage ;Klappmesser, Hunter, Metallgriff mit Holzeinlage 
190379;FOX Jagdmesser Klappmesser mit Griffverzierung ;FOX Jagdmesser Klappmesser mit Griffverzierung ;FOX Jagdmesser Klappmesser mit Griffverzierung 
190382;"Outdoor Messer, ""Hunter"", Nylonscheide ";"Outdoor Messer, ""Hunter"", Nylonscheide ";"Outdoor Messer, ""Hunter"", Nylonscheide "
190383;Tauchermesser, Beinholster, schwarz ;Tauchermesser, Beinholster, schwarz ;Tauchermesser, Beinholster, schwarz 
190384;Tauchermesser, Beinholster, gelb-schwarz ;Tauchermesser, Beinholster, gelb-schwarz ;Tauchermesser, Beinholster, gelb-schwarz 
190391;Klappmesser, Klinge gebogen, teilweise Sägezähne ;Klappmesser, Klinge gebogen, teilweise Sägezähne ;Klappmesser, Klinge gebogen, teilweise Sägezähne 
190398;Klappmesser, Edelstahl, gelochter Griff ;Klappmesser, Edelstahl, gelochter Griff ;Klappmesser, Edelstahl, gelochter Griff 
190404;Messerschärfer, oliv ;Messerschärfer, oliv ;Messerschärfer, oliv 
190405;"FOX Outdoor Messerschärfer ""DUO"" 46105 ";"FOX Outdoor Messerschärfer ""DUO"" 46105 ";"FOX Outdoor Messerschärfer ""DUO"" 46105 "
190406;Messer-Etui, Nylon, klein, schwarz,quer und längs tragbar ;Messer-Etui, Nylon, klein, schwarz,quer und längs tragbar ;Messer-Etui, Nylon, klein, schwarz,quer und längs tragbar 
190407;Messer-Etui, Nylon, groß, schwarz,quer und längs tragbar ;Messer-Etui, Nylon, groß, schwarz,quer und längs tragbar ;Messer-Etui, Nylon, groß, schwarz,quer und längs tragbar 
190408;Jackenknöpfe dunkelgrau 4 Loch 25 mm Kunststoff Knopf 200 Stk.;Jackenknöpfe dunkelgrau 4 Loch 25 mm Kunststoff Knopf 200 Stk.;Jackenknöpfe dunkelgrau 4 Loch 25 mm Kunststoff Knopf 200 Stk.
190409;Holländische Knöpfe, goldfarben mit Krone, 12 mm,10 St./Sack;Holländische Knöpfe, goldfarben mit Krone, 12 mm,10 St./Sack;Holländische Knöpfe, goldfarben mit Krone, 12 mm,10 St./Sack
190411;Reißverschluß, Einweg, oliv, teilbar, Plastik, 40 cm;Reißverschluß, Einweg, oliv, teilbar, Plastik, 40 cm;Reißverschluß, Einweg, oliv, teilbar, Plastik, 40 cm
190412;Reißverschluß, einweg, oliv, teilbar, Plastik, 45 cm ;Reißverschluß, einweg, oliv, teilbar, Plastik, 45 cm ;Reißverschluß, einweg, oliv, teilbar, Plastik, 45 cm 
190413;Reißverschluß, einweg, oliv, teilbar, Plastik, 50 cm;Reißverschluß, einweg, oliv, teilbar, Plastik, 50 cm;Reißverschluß, einweg, oliv, teilbar, Plastik, 50 cm
190414;Reißverschluß, einweg, oliv, teilbar, Plastik, 55 cm;Reißverschluß, einweg, oliv, teilbar, Plastik, 55 cm;Reißverschluß, einweg, oliv, teilbar, Plastik, 55 cm
190415;Reißverschluß, 2-weg, oliv, nicht teilbar, Plastik, 70 cm;Reißverschluß, 2-weg, oliv, nicht teilbar, Plastik, 70 cm;Reißverschluß, 2-weg, oliv, nicht teilbar, Plastik, 70 cm
190416;Reißverschluß, 2-weg, oliv, nicht teilbar, Plastik, 75 cm;Reißverschluß, 2-weg, oliv, nicht teilbar, Plastik, 75 cm;Reißverschluß, 2-weg, oliv, nicht teilbar, Plastik, 75 cm
190417;Reißverschluß, 2-weg, oliv, nicht teilbar, Plastik, 80 cm;Reißverschluß, 2-weg, oliv, nicht teilbar, Plastik, 80 cm;Reißverschluß, 2-weg, oliv, nicht teilbar, Plastik, 80 cm
190418;Reißverschluß, 2-weg, oliv, nicht teilbar, Plastik, 85 cm;Reißverschluß, 2-weg, oliv, nicht teilbar, Plastik, 85 cm;Reißverschluß, 2-weg, oliv, nicht teilbar, Plastik, 85 cm
190419;Reißverschluß, 2-weg, oliv, nicht teilbar, Plastik, 90 cm;Reißverschluß, 2-weg, oliv, nicht teilbar, Plastik, 90 cm;Reißverschluß, 2-weg, oliv, nicht teilbar, Plastik, 90 cm
190420;Reißverschluß, blau, teilbar, 70 cm;Reißverschluß, blau, teilbar, 70 cm;Reißverschluß, blau, teilbar, 70 cm
190421;Reißverschluß, grau, teilbar, 220 cm;Reißverschluß, grau, teilbar, 220 cm;Reißverschluß, grau, teilbar, 220 cm
190422;Reißverschluß, grau, teilbar, 210 cm;Reißverschluß, grau, teilbar, 210 cm;Reißverschluß, grau, teilbar, 210 cm
190423;Reißverschluß, grau, teilbar, 230 cm;Reißverschluß, grau, teilbar, 230 cm;Reißverschluß, grau, teilbar, 230 cm
190424;Reißverschluß grau teilbar 250 cm;Reißverschluß grau teilbar 250 cm;Reißverschluß grau teilbar 250 cm
190426;Verschluss, 1 Dorn, schwarz, 51350;Verschluss, 1 Dorn, schwarz, 51350;Verschluss, 1 Dorn, schwarz, 51350
190427;Katalog mit tralem Umschlag;Katalog mit tralem Umschlag;Katalog mit tralem Umschlag
191709;US Army Kampfhose BDU, khaki;US Army Kampfhose BDU, khaki;US Army Kampfhose BDU, khaki
192094;Polarjacke N2B, schwarz, Gr. XS - B Ware;Polarjacke N2B, schwarz, Gr. XS - B Ware;Polarjacke N2B, schwarz, Gr. XS - B Ware
192124;CWU-Piloten-Jacke, schwarz, 4XL - 5XL;CWU-Piloten-Jacke, schwarz, 4XL - 5XL;CWU-Piloten-Jacke, schwarz, 4XL - 5XL
192331;Tarnanzug Leaves hunterbrown 3-tlg;Tarnanzug Leaves hunterbrown 3-tlg;Tarnanzug Leaves hunterbrown 3-tlg
192434;"US Army Cap, mit Schild, schwarz, bestickt ""SECURITY"", größenverstellbar";"US Army Cap, mit Schild, schwarz, bestickt ""SECURITY"", größenverstellbar";"US Army Cap, mit Schild, schwarz, bestickt ""SECURITY"", größenverstellbar"
192443;"Baseball Cap flach ""Elasti-Fit schwarz optimaler Tragekomfort ohne Verschluss";"Baseball Cap flach ""Elasti-Fit schwarz optimaler Tragekomfort ohne Verschluss";"Baseball Cap flach ""Elasti-Fit schwarz optimaler Tragekomfort ohne Verschluss"
192444;Baseball Cap mit Klettverschluss schwarz gebogenes Schild;Baseball Cap mit Klettverschluss schwarz gebogenes Schild;Baseball Cap mit Klettverschluss schwarz gebogenes Schild
